row	obs_hash	next_obs_hash	action	extrinsic	shaped	confidence	terminal	commit	obs_atoms	next_obs_atoms
0	18415308252794022028	4896145274376737746	1	0.010000	0.083251	0.208416	0	0	87,91,54,256,48,44,49,50,56,44,49,50,56,44,48,44,49,50,56,44,259,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,54,44,49,51,52,44,49,50,50,44,48,44,49,50,56,44,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
1	4896145274376737746	8957025688532205353	1	0.010000	0.032398	0.210763	0	0	87,91,54,256,45,54,44,49,51,52,44,49,50,50,44,48,44,49,50,56,44,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,51,44,49,52,49,44,49,49,53,44,48,44,49,50,56,44,50,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
2	8957025688532205353	373632090413078178	1	0.010000	0.056471	0.207801	0	0	87,91,54,256,45,49,51,44,49,52,49,44,49,49,53,44,48,44,49,50,56,44,50,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,57,44,49,52,55,44,49,48,57,44,48,44,48,44,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
3	373632090413078178	4810557679640651660	1	0.010000	0.081362	0.207481	0	0	87,91,54,256,45,49,57,44,49,52,55,44,49,48,57,44,48,44,48,44,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,50,54,44,49,53,52,44,49,48,50,44,48,44,48,44,52,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
4	4810557679640651660	3421936895299251321	1	0.010000	0.045950	0.207194	0	0	87,91,54,256,45,50,54,44,49,53,52,44,49,48,50,44,48,44,48,44,52,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,51,50,44,49,54,48,44,57,54,44,48,44,48,44,53,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
5	3421936895299251321	9198464541740879390	1	0.010000	-0.002612	0.207070	0	0	87,91,54,256,45,51,50,44,49,54,48,44,57,54,44,48,44,48,44,53,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,51,56,44,49,54,54,44,57,48,44,48,44,48,44,54,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
6	9198464541740879390	4064925572956956055	1	0.010000	-0.008206	0.207023	0	0	87,91,54,256,45,51,56,44,49,54,54,44,57,48,44,48,44,48,44,54,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,52,53,44,49,55,51,44,56,51,44,48,44,48,44,55,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
7	4064925572956956055	12423649276968805507	1	0.010000	-0.005788	0.207201	0	0	87,91,54,256,45,52,53,44,49,55,51,44,56,51,44,48,44,48,44,55,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,53,49,44,49,55,57,44,55,55,44,48,44,48,44,57,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
8	12423649276968805507	9043776676160246535	1	0.010000	0.069346	0.207253	0	0	87,91,54,256,45,53,49,44,49,55,57,44,55,55,44,48,44,48,44,57,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,53,56,44,49,56,54,44,55,48,44,48,44,48,44,49,259,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
9	9043776676160246535	15667717671129805221	3	0.020000	0.090873	0.197707	0	0	87,91,54,256,45,53,56,44,49,56,54,44,55,48,44,48,44,48,44,49,259,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,49,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
10	15667717671129805221	14385042519527226281	1	0.010000	0.082766	0.205923	0	0	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,49,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,55,55,44,50,48,53,44,53,49,44,48,44,48,44,49,50,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
11	14385042519527226281	6837713614811895904	4	0.020000	0.090991	0.197027	0	0	87,91,54,256,45,55,55,44,50,48,53,44,53,49,44,48,44,48,44,49,50,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,51,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
12	6837713614811895904	11411637790008642260	1	0.010000	0.046152	0.211878	0	0	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,51,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,52,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
13	11411637790008642260	15043607144942662941	4	0.020000	0.067536	0.196995	0	0	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,52,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,53,56,44,49,56,54,44,55,48,44,48,44,48,44,49,53,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
14	15043607144942662941	10692624996940040836	1	0.010000	0.036417	0.212680	0	0	87,91,54,256,45,53,56,44,49,56,54,44,55,48,44,48,44,48,44,49,53,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,54,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
15	10692624996940040836	14685940633748644273	4	0.020000	0.065944	0.196894	0	0	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,54,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,53,49,44,49,55,57,44,55,55,44,48,44,48,44,49,55,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
16	14685940633748644273	17359738282742438079	1	0.010000	0.038432	0.213428	0	0	87,91,54,256,45,53,49,44,49,55,57,44,55,55,44,48,44,48,44,49,55,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,53,56,44,49,56,54,44,55,48,44,48,44,48,44,49,56,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
17	17359738282742438079	6554468593343403317	1	0.010000	-0.040605	0.207346	0	0	87,91,54,256,45,53,56,44,49,56,54,44,55,48,44,48,44,48,44,49,56,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,57,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
18	6554468593343403317	3263481408212363527	1	0.010000	0.005173	0.207603	0	0	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,57,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,50,259,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
19	3263481408212363527	18438047394261840523	1	0.010000	0.025988	0.207631	0	0	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,50,259,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,55,55,44,50,48,53,44,53,49,44,48,44,48,44,50,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
20	18438047394261840523	1642544296689194255	1	0.010000	-0.001429	0.207676	0	0	87,91,54,256,45,55,55,44,50,48,53,44,53,49,44,48,44,48,44,50,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,56,51,44,50,49,49,44,52,53,44,48,44,48,44,50,50,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
21	1642544296689194255	17105920124429338363	1	0.010000	-0.002475	0.207717	0	0	87,91,54,256,45,56,51,44,50,49,49,44,52,53,44,48,44,48,44,50,50,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,57,48,44,50,49,56,44,51,56,44,48,44,48,44,50,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
22	17105920124429338363	12692019846764410058	1	0.010000	0.023919	0.207761	0	0	87,91,54,256,45,57,48,44,50,49,56,44,51,56,44,48,44,48,44,50,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,57,54,44,50,50,52,44,51,50,44,48,44,48,44,50,53,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
23	12692019846764410058	15008399891911594514	1	0.010000	0.046364	0.207778	0	0	87,91,54,256,45,57,54,44,50,50,52,44,51,50,44,48,44,48,44,50,53,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,48,50,44,50,51,48,44,50,54,44,49,50,56,44,48,44,50,54,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
24	15008399891911594514	4549187410874037900	1	0.010000	0.083804	0.206141	0	0	87,91,54,256,45,49,48,50,44,50,51,48,44,50,54,44,49,50,56,44,48,44,50,54,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,48,57,44,50,51,55,44,49,57,44,49,50,56,44,48,44,50,55,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
25	4549187410874037900	10873662207688449257	1	0.010000	0.083433	0.211691	0	0	87,91,54,256,45,49,48,57,44,50,51,55,44,49,57,44,49,50,56,44,48,44,50,55,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,49,53,44,50,52,51,44,49,51,44,49,50,56,44,48,44,50,56,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
26	10873662207688449257	17799459272657933380	4	0.020000	0.092128	0.192742	0	0	87,91,54,256,45,49,49,53,44,50,52,51,44,49,51,44,49,50,56,44,48,44,50,56,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,48,50,44,50,51,48,44,50,54,44,49,50,56,44,48,44,50,57,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
27	17799459272657933380	16162894740054234736	1	0.010000	0.060071	0.211745	0	0	87,91,54,256,45,49,48,50,44,50,51,48,44,50,54,44,49,50,56,44,48,44,50,57,59,65,91,51,256,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,48,57,44,50,51,55,44,49,57,44,49,50,56,44,48,44,51,259,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
28	16162894740054234736	7110332567731374899	1	0.010000	0.024920	0.212895	0	0	87,91,54,256,45,49,48,57,44,50,51,55,44,49,57,44,49,50,56,44,48,44,51,259,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,49,53,44,50,52,51,44,49,51,44,49,50,56,44,48,44,51,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
29	7110332567731374899	584534890805239523	1	0.010000	0.008849	0.213350	0	0	87,91,54,256,45,49,49,53,44,50,52,51,44,49,51,44,49,50,56,44,48,44,51,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,50,50,44,50,53,48,44,54,44,49,50,56,44,48,44,51,50,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
30	584534890805239523	11642796168680309153	1	-0.990000	-0.964927	0.217388	1	0	87,91,54,256,45,49,50,50,44,50,53,48,44,54,44,49,50,56,44,48,44,51,50,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,50,56,44,50,53,54,44,48,44,49,50,56,44,48,44,51,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,49,50,56,44,49,50,56,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,49
31	18415308252794022028	4896145274376737746	1	0.010000	0.052238	0.213663	0	0	87,91,54,256,48,44,49,50,56,44,49,50,56,44,48,44,49,50,56,44,259,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,54,44,49,51,52,44,49,50,50,44,48,44,49,50,56,44,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
32	4896145274376737746	16144597793900141755	3	0.020000	0.067863	0.196707	0	0	87,91,54,256,45,54,44,49,51,52,44,49,50,50,44,48,44,49,50,56,44,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,49,57,44,49,52,55,44,49,48,57,44,48,44,48,44,50,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
33	16144597793900141755	17908201821180656469	1	0.010000	0.036905	0.204762	0	0	87,91,54,256,45,49,57,44,49,52,55,44,49,48,57,44,48,44,48,44,50,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,50,54,44,49,53,52,44,49,48,50,44,48,44,48,44,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
34	17908201821180656469	9794669401757498278	1	0.010000	0.021983	0.206503	0	0	87,91,54,256,45,50,54,44,49,53,52,44,49,48,50,44,48,44,48,44,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,51,50,44,49,54,48,44,57,54,44,48,44,48,44,52,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
35	9794669401757498278	2062370390194335583	1	0.010000	-0.018265	0.206416	0	0	87,91,54,256,45,51,50,44,49,54,48,44,57,54,44,48,44,48,44,52,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,51,56,44,49,54,54,44,57,48,44,48,44,48,44,53,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
36	2062370390194335583	7968673686556403280	3	0.020000	0.057495	0.197865	0	0	87,91,54,256,45,51,56,44,49,54,54,44,57,48,44,48,44,48,44,53,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,53,49,44,49,55,57,44,55,55,44,48,44,48,44,54,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
37	7968673686556403280	8588017056103722104	0	-0.020000	0.026003	0.201974	0	0	87,91,54,256,45,53,49,44,49,55,57,44,55,55,44,48,44,48,44,54,59,65,91,51,256,45,56,53,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,53,49,44,49,55,57,44,55,55,44,48,44,48,44,55,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
38	8588017056103722104	3353321708290944601	1	0.010000	0.021484	0.216295	0	0	87,91,54,256,45,53,49,44,49,55,57,44,55,55,44,48,44,48,44,55,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,53,56,44,49,56,54,44,55,48,44,48,44,48,44,57,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
39	3353321708290944601	5234754273457227514	1	0.010000	0.019699	0.207476	0	0	87,91,54,256,45,53,56,44,49,56,54,44,55,48,44,48,44,48,44,57,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,259,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
40	5234754273457227514	2799148064362735515	1	0.010000	-0.006896	0.207507	0	0	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,259,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
41	2799148064362735515	17239881671855315067	2	0.010000	0.068269	0.197234	0	0	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,49,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
42	17239881671855315067	14295044428442495229	1	0.010000	0.016735	0.211845	0	0	87,91,54,256,45,54,52,44,49,57,50,44,54,52,44,48,44,48,44,49,50,59,65,91,51,256,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
43	14295044428442495229	5981398820649209433	0	-0.020000	0.002413	0.200037	0	0	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,51,59,65,91,51,256,45,52,51,44,48,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48	87,91,54,256,45,55,48,44,49,57,56,44,53,56,44,48,44,48,44,49,52,59,65,91,51,256,48,44,49,50,56,44,49,50,56,59,73,91,51,256,48,44,48,44,259,69,91,51,256,48,44,48,44,259,77,91,53,256,49,44,49,44,49,44,49,44,264,48
